Title,Date,Link,Listing Image URL,Article Image URL,Article Text
"Yasir, Ubaid give Multan Sultans first victory in PSL X","Apr 22, 2025",https://www.geo.tv/latest/601292-psl-x-multan-sultans-win-toss-elect-to-bat-against-lahore-qalandars,https://www.geo.tv/assets/front/images/placeholders/100x75.png,https://www.geo.tv/assets/uploads/updates/2025-04-22/601292_1246464_updates.jpg,"Mohammad Rizwan-led Multan Sultans grabbed their first victory in the Pakistan Super League (PSL) 10 by defeating the Lahore Qalandars in the 12th match of the tournament played at the Multan Cricket Stadium on Tuesday. Chasing a daunting 229-run target, the visitors could only accumulate 195/9 in their allotted overs despite Sikandar Raza’s half-century. The Qalandars got off to a decent start to the pursuit with openers Mohammad Naeem and Fakhar Zaman putting together a brisk 38-run stand. The blazing start was soon hindered as Naeem fell victim to Michael Bracewell in the fourth over after scoring a run-a-ball 11. Fakhar followed suit in the next over as he skied a fuller delivery by Ubaid Shah, which was brilliantly caught by Josh Little in the deep. The opening batter scored 32 off 14 deliveries, laced with two fours and three sixes. The Qalandars then began to lose wickets at regular intervals which halted the flow of the runs for the two-time champions. Wicketkeeper batter Sam Billings offered some resistance in the middle phase of the innings until he was outclassed by Ubaid in the 15th over. He scored 43 off 23 deliveries, smashing two fours and four sixes. Experienced all-rounder Sikandar Raza played a gutsy half-century down the order but his efforts were not enough to pull off the victory for the Qalandars. Raza remained the top-scorer for the Qalandars with an unbeaten 50 off 27 deliveries, comprised of five fours and three sixes. Ubaid was the standout bowler for the Sultans, picking up three wickets for 37 runs in his four overs. He was supported by Bracewell and Usama Mir, who bagged two each, while David Willey and Josh Little chipped in with one strike apiece. Sultans captain Mohammad Rizwan’s decision to bat first paid dividends as his team’s batting unit yielded 228/5 in 20 overs. The home side got off to a blazing start to their innings as their new opening pair of Yasir and Rizwan decimated the Qalandars’ bowlers and scored 89 runs in seven overs. Asif Afridi provided a much-needed breakthrough to the two-time champions on the first delivery of the eighth over when he bowled Rizwan around his leg. The Sultans captain scored a brisk 32 off 17 deliveries with the help of four fours and a six. Wicketkeeper batter Usman Khan then joined set batter Yasir Khan in the middle and together they raised an important 70-run partnership before both perished in successive overs. Usman struck five fours and a six on his way to a 24-ball 39, while Yasir top-scored with a blistering 87 off 44 deliveries, studded with six fours and as many sixes. The 2021 champions suffered another blow in the next over when Rishad Hossain got Ashton Turner (15) caught and brought the total down to 179/4 in 15.4 overs. Later, Iftikhar Ahmed’s brisk 40-run cameo off 18 balls at the backend bolstered Sultans’ total past the 220-run mark. Rishad was the standout bowler for the Qalandars, taking two wickets for 45 runs in his four overs, while Shaheen Shah Afridi, Sikandar Raza and Asif Afridi, chipped in with one scalp apiece."
Ali Tareen says Multan Sultans project 'very close to my heart',"Apr 23, 2025",https://www.geo.tv/latest/601459-ali-tareen-says-multan-sultans-project-very-close-to-my-heart,https://www.geo.tv/assets/front/images/placeholders/100x75.png,https://www.geo.tv/assets/uploads/updates/2025-04-23/601459_1675459_updates.jpg,"Multan Sultans owner Ali Tareen has reiterated his deep commitment to the franchise, calling it a project that remains ""very close to his heart"" following significant investment and effort to establish the team as one of the Pakistan Super League's (PSL) most dominant sides this decade. He also dismissed speculation that he plans to walk away from the team after PSL Season 10. ""I never said I'm abandoning Multan Sultans,"" Tareen told local media during his team's match against the Lahore Qalandars, which the Sultans won by 33 runs. ""We are simply exploring options to re-evaluate our franchise agreement after the tenth edition of the PSL."" Tareen explained that the current financial model is unsustainable for the franchise. ""We do have the option to renew our contract with a 25% increase on the current price. But at that price, we're operating at a loss,"" he said. ""My plan is to exercise our right to exit the current agreement and rebid for the team – hopefully at a more realistic valuation, similar to Karachi Kings' $26 million deal over ten years."" He also pointed to the challenges faced by the franchise's previous owners. ""They suffered significant losses and couldn't continue. We stepped in, and now we'll look to bid again under better terms."" Commenting on his team's recent on-field performance, Tareen expressed satisfaction with their first win of PSL Season 10. ""After the loss to Islamabad United in Rawalpindi, we were focused on bouncing back at home in Multan,"" he said. ""The coaches and I agreed there was no need to panic. We knew once we got back to Multan, we'd get things back on track."" While acknowledging the relatively subdued buzz around PSL X, he emphasised that the Sultans continue to play for their fans. ""We told the players they're playing for the people of Multan. That connection, that love — it's what drives us."" On talent development, Tareen proudly highlighted the success of the Tareen Cricket Academies. ""Our men's and women's academies are operating year-round. One standout story is Sheher Bano, a 14-year-old girl who joined us with no cricket experience. She's now represented Pakistan in the Under-19 Asia Cup and World Cup qualifiers,"" he shared. ""Our development squad under the JDW banner is participating in the PCB-organised President's Trophy Grade-II and I am pleased that they have done well in the opening two matches — taking first innings lead points in a drawn opening match and then recording a 10-wicket victory in the second match,"" Tareen said. Looking ahead, Tareen revealed plans to further develop cricket infrastructure in the region. ""We're working on building a stadium in DHA Multan, as well as enhancing facilities in Rahim Yar Khan and Bahawalpur. The goal is to create a strong, coordinated network across South Punjab for our teams and academies."""
Islamabad United defeat Multan Sultans by 7 wickets in PSL X clash,"Apr 23, 2025",https://www.geo.tv/latest/601451-psl-x-multan-sultans-win-toss-elect-to-bat-first-against-islamabad-united,https://www.geo.tv/assets/front/images/placeholders/100x75.png,https://www.geo.tv/assets/uploads/updates/2025-04-23/601451_1009076_updates.jpg,"Islamabad United handed Multan Sultans a seven-wicket defeat in the 13th match of the Pakistan Super League (PSL) 10 played at the Multan Cricket Stadium on Wednesday. Chasing a modest 169-run target, the visitors comfortably knocked the winning runs for the loss of just three wickets and 17 balls to spare. The three-time champions, however, got off to a contrasting start to the run chase as their in-form opener Sahibzada Farhan fell victim to Ubaid Shah the third over with 29 runs on the board. He could score 22 off 13 deliveries with the help of three fours and a six. Gous was then joined by experienced Colin Munro in the middle and together they put United in a commanding position by adding 81 runs for the second wicket until the latter was dismissed by compatriot Michael Bracewell in the 11th over. Munro smashed five fours and two sixes on his way to a 28-ball 45. Gous, on the other hand, carried his bat all the way through and returned unbeaten after top-scoring for United with a 45-ball 80, studded with six fours and five sixes. He also shared a 55-run partnership with Mohammad Nawaz, who scored a 19-ball 21. For Sultans, Chris Jordan, Ubaid and Bracewell could pick up one wicket apiece while the rest went wicketless. Opting to bat first, the home side got off to a cautious start to their innings as their in-form opening pair of skipper Mohammad Rizwan and Yasir Khan knitted 51 runs before the latter fell victim to Mohammad Nawaz in the seventh over. Yasir, who scored a match-winning 87-run knock against Lahore Qalandars at the same venue on Tuesday, could only muster 29 runs off 17 deliveries with the help of two fours and as many sixes against leaders United. Skipper Rizwan then shared a 65-run partnership for the second wicket with Usman until he got dismissed by United counterpart Shadab Khan. Rizwan scored a cautious 36 off 37 deliveries, managing to hit only three boundaries. The Sultans then suffered two more blows to their batting expedition as Michael Bracewell and Iftikhar Ahmed perished after making modest contributions. Usman, on the other hand, had an agonising end to his defiant knock as he got run out in the penultimate over. He remained the top-scorer for the Sultans with a 40-ball 61, comprised of four fours and as many sixes. Middle-order batter Kamran Ghulam then gave a late push to the Sultans’ total with a brief 13-run cameo from just six deliveries and featured one four and a six. For United, Shadab, Nawaz, Holder and Riley Meredith picked up one wicket apiece. Multan Sultans: Mohammad Rizwan (c & wk), Yasir Khan, Usman Khan, Kamran Ghulam, Tayyab Tahir, Michael Bracewell, Iftikhar Ahmed, Chris Jordan, Usama Mir, Josh Little, Ubaid Shah Islamabad United: Andries Gous (wk), Sahibzada Farhan, Colin Munro, Shadab Khan (c), Mohammad Nawaz, Haider Ali, Jason Holder, Imad Wasim, Saad Masood, Riley Meredith, Salman Irshad"
PSL X: Zalmi inflict 7-wicket defeat on Qalandars,"Apr 24, 2025",https://www.geo.tv/latest/601628-psl-x-qalandars-win-toss-opt-to-bat-first-against-zalmi,https://www.geo.tv/assets/front/images/placeholders/100x75.png,https://www.geo.tv/assets/uploads/updates/2025-04-24/601628_6308319_updates.jpg,"LAHORE: Peshawar Zalmi on Thursday thrashed Lahore Qalandars by  seven wickets in the 14th fixture of the Pakistan Super League Season 10 at the Gaddafi Stadium. Alzarri Joseph’s bowling exploits, backed by half-centuries from Babar Azam and Hussain Talat, propelled Zalmi to a comfortable victory over Qalandars. Chasing a modest 130-run target, the visitors knocked the winning runs for the loss of just three wickets and 20 balls to spare. Zalmi, however, had a contrasting start to their pursuit as they lost opening batter Saim Ayub (two) and Tom Kohler Cadmore (zero) inside two overs with just seven runs on the board. After the back-to-back blows, wicketkeeper batter Mohammad Haris joined Babar in the middle and launched a brief counterattack. The duo added a brisk 33 runs in 21 deliveries until Haris was outclassed by a Shaheen Shah Afridi’s slower delivery in the fifth over. Haris smashed two fours and two sixes on during his 16-ball 20. Babar and Hussain Talat then knitted a match-winning partnership for the fourth wicket and steered Zalmi over the line in the 17th over. Babar top-scored for Zalmi with an unbeaten 56 off 42 deliveries, studded with seven fours and a six, while Talat made 51 not out from 37 balls, laced with six boundaries including a six. Shaheen was the standout bowler for Qalandars, taking two wickets for 22 runs in his four overs, while Haris Rauf struck once. Zalmi captain Babar Azam’s decision to field first paid dividends as his team’s bowling unit dismantled Qalandars’ strong batting lineup, which could yield 128 runs before getting bundled out in 19.2 overs. The Qalandars’ woes started in the second over when their experienced opener Fakhar Zaman was cleaned up by Alzarri Joseph while playing a rash shot. He could score 10 off eight deliveries. The hosts then suffered a twin blow in the next over as Luke Wood got rid of makeshift opener Asif Ali (five) and Daryl Mitchell (two). The two-time champions then lost two more wickets in successive overs and were consequently reeling at 35/5 at the conclusion of the batting powerplay. With half of the side back in the hut, captain Shaheen Shah Afridi promoted himself to bat at number seven but could survive for 10 deliveries and walked back in the eight over after scoring 16. Following the slump, experienced all-rounder Sikandar Raza and Rishad Hossain attempted to force a comeback and batted cautiously for a 23-run partnership for the seventh wicket, which culminated in the 11th over when the latter was caught behind off Joseph. Hossain made a run-a-ball 13 with the help of one four and a six. Raza then knitted a one-sided 36-run partnership for the eighth wicket with Haris Rauf, who scored 10 off 14 deliveries before being cleaned up by Arif Yaqoob in the 16th over. The all-rounder was eventually dismissed by Hussain Talat in the final over. He remained the top-scorer for the Qalandars with a 36-ball 52, comprised of five fours and three sixes. Alzarri Joseph was the standout bowler for Zalmi, taking three wickets for just 16 runs in his four overs. He was supported by Luke Wood and Hussain Talat, who took two each, while Arif Yaqoob and Ali Raza chipped in with one strike apiece. Despite the victory, Peshawar Zalmi remained fourth in the PSL 10 standings with four points in five matches, just below Lahore Qalandars, who boast the same track record but a superior net run rate. Lahore Qalandars: Fakhar Zaman, Mohammad Naeem, Abdullah Shafique, Daryl Mitchell, Sam Billings(w), Sikandar Raza, Shaheen Afridi(c), Rishad Hossain, Haris Rauf, Zaman Khan and Asif Afridi. Peshawar Zalmi: Babar Azam (c), Saim Ayub, Mohammad Haris (wk), Tom-Kohler Cadmore, Hussain Talat, Mitch Owen, Abdul Samad, Luke Wood, Alzari Joseph, Arif Yaqoob and Ali Raza."
India's Neeraj Chopra rules out Arshad Nadeem's presence in Bengaluru meet,"Apr 25, 2025",https://www.geo.tv/latest/601743-indias-neeraj-chopra-rules-out-arshad-nadeems-presence-in-bengaluru-meet,https://www.geo.tv/assets/front/images/placeholders/100x75.png,https://www.geo.tv/assets/uploads/updates/2025-04-25/601743_7849541_updates.jpg,"India's Olympic javelin gold medallist Neeraj Chopra said it was now ""completely out of the question"" that rival Arshad Nadeem of Pakistan will attend his meet in Bengaluru next month following a deadly attack in Indian Illegally Occupied Jammu and Kashmir (IIOJK). Relations between nuclear-armed neighbours India and Pakistan have plummeted to their lowest level in years after the killing of 26 tourists on Wednesday. A day before the attack, Chopra had announced that the world's top throwers, including Paris Olympics champion Nadeem, had been invited to the first Neeraj Chopra Classic on May 24, an event he hoped would pave the way for a Diamond League meet in India one day. However, the attack in IIOJK prompted heavy criticism of Chopra's decision to invite Nadeem, even though it was unlikely the Pakistan thrower was going to attend. ""There has been so much talk about my decision to invite Arshad Nadeem to compete in the Neeraj Chopra Classic, and most of it has been hate and abuse,"" Chopra, who won gold in Tokyo and silver in Paris, said in a social media post on Friday. ""The invitation I extended to Arshad was from one athlete to another — nothing more, nothing less. The aim of the NC Classic was to bring the best athletes to India and for our country to be the home of world-class sporting events. ""After all that has taken place over the last 48 hours, Arshad's presence at the NC Classic was completely out of the question."" Media reports said Nadeem, Pakistan's first individual Olympic gold medallist, had opted not to attend the Bengaluru meet, which clashed with his training schedule for the Asian Championships in South Korea next month. The soured relations between the two countries also spilled over to the sports world earlier this year when India's cricket team refused to travel to Pakistan for the International Cricket Council's (ICC) Champions Trophy and played all their matches, including the March 9 final, in Dubai."
Pakistan's Usman Wazeer secures first-round TKO victory over Indian opponent,"Apr 25, 2025",https://www.geo.tv/latest/601757-usman-wazeer-secures-first-round-tko-victory-over-indian-opponent-in-bangkok,https://www.geo.tv/assets/front/images/placeholders/100x75.png,https://www.geo.tv/assets/uploads/updates/2025-04-25/601757_2532106_updates.jpg,"Pakistan’s rising boxing talent Usman Wazeer showcased his dominance in the ring on Thursday by overpowering India’s S Eswaran with a technical knockout (TKO) in the opening round of their international ranking match held at Bangkok’s World Siam Stadium. The match, highly anticipated due to the historic sporting rivalry between Pakistan and India, marked Wazeer’s 16th professional fight. The 23-year-old extended his undefeated record to an impressive 16-0, with the fight concluding just one minute and 41 seconds into the opening round. As the bell rang, Wazeer wasted no time, launching the first attack that set the pace of the fight. Eswaran responded with aggression, and the bout quickly turned into an explosive exchange. However, Wazeer displayed superior technique and composure, landing a series of powerful blows that knocked Eswaran down twice before the referee stepped in to stop the contest. Dubbed the “Asian Boy,” Wazeer has already made waves in the boxing world, having previously secured prestigious titles including the World Youth Title, Asian Title, and Middle East Title. His achievements have not only brought global recognition but also immense pride to Pakistan and his native region of Gilgit-Baltistan. Following his emphatic win, Wazeer expressed gratitude and delivered a powerful message of unity. “Alhamdulillah for this victory. I’m grateful to Highland Boxing Promotion, my sponsors, and the Sindh Government for their support,” he said. He also addressed the growing social media buzz surrounding the match, urging fans on both sides of the border to embrace peace. “I saw posts comparing this to an India-Pakistan war. I sincerely request both nations — we want peace. Let sports bring us together, not divide us,” he concluded."
"Actor, comedian Javed Kodu breathes his last after prolonged illness","Apr 13, 2025",https://www.geo.tv/latest/599774-actor-comedian-javed-kodu-breathes-his-last-after-prolonged-illness,https://www.geo.tv/assets/front/images/placeholders/100x75.png,https://www.geo.tv/assets/uploads/updates/2025-04-13/599774_7080515_updates.jpg,"LAHORE: Renowned television, stage actor and comedian Javed Kodu has passed away after a prolonged illness, his family said on Sunday. Kodu, as per his family, had been ill for a long time and was undergoing treatment at the General Hospital. His funeral prayer will be held after Zuhr in Singh Pura. The actor, who gained fame due to his short stature, worked in several films and dramas, including stage dramas. His notable work includes famous dramas such as ""Ainak Wala Jinn"", ""Ashiana"" and others. The artist, during an interview last year, had revealed that he was suffering from several diseases and had also suffered paralysis due to brain haemorrhage. Apart from suffering from a heart disease, he had also undergone a stomach surgery. During the interview, Kodu had also touched upon his financial woes and said that hoping that his friends would help him, but it seemed that they were also facing difficult situations due to inflation. Prime Minister Shehbaz Sharif expressed grief over the passing of the artist. He said that Kodu's death had created a void in the media industry that may never be filled. Extending his condolences, the premier said all his sympathies were with the late artist’s family during this difficult time."
Armaan Malik weighs in on his 'incredible' UK experience after eight year hiatus,"Apr 14, 2025",https://www.geo.tv/latest/599997-armaan-malik-weighs-in-on-his-incredible-uk-experience-after-eight-year-hiatus,https://www.geo.tv/assets/front/images/placeholders/100x75.png,https://www.geo.tv/assets/uploads/updates/2025-04-14/599997_9524928_updates.jpg,"LONDON: Acclaimed Bollywood singer Armaan Malik has said it has been an incredible experience for him to perform at two sold out shows in the UK – after a gap of eight years. The singer, who has roots in Pakistani Punjab through his parents, has previously sung for several Pakistani cinema projects including the Jannan film. On the weekend he performed at two shows in Leicester and London. Armaan Malik said, “I returned to the UK stage after a long gap of eight years on the invitation of Rock on Music’s Vijay Bhola. He has done an amazing job for me and I cannot thank him enough. This was an incredible experience for me to perform at two sold out shows. Both concerts were packed with Asian fans who sang along to every word, creating an unforgettable atmosphere.” Armaan Malik told Geo News his favourite Pakistani singers were Atif Aslam and Asim Azhar. “I would like to collaborate with them and others,” said the singer who has collaborated with Ed Sheeran as well. Vijay Bhola, the South Asian arts promoter who organised Rahat Fateh Ali Khan’s three sold out UK shows last week, said he decided to bring Armaan Malik to the UK audience to give them the opportunity to listen directly to someone who is behind some of the most popular recent Bollywood songs. Vijay Bhola commented, “Fans from all age groups attended the concert, although most of the fans who attended the concerts were young Asians, enthralled by the romantic songs of Malik. The Malik family is known for its impact on the Asian music industry.” Accompanying Armaan Malik was his father Daboo Malik, the famous music composer and writer. He said, “It was one of the most incredible nights. It was a dream come true for all of us as Armaan performed after eight years. Vijay Bhola and his production team made it a fantastic tour. The audience was fantastic.”"
New drama serial 'Behkaway' premieres on Geo TV tomorrow,"Apr 15, 2025",https://www.geo.tv/latest/600180-new-drama-serial-behkaway-premieres-on-geo-tv-tomorrow,https://www.geo.tv/assets/front/images/placeholders/100x75.png,https://www.geo.tv/assets/uploads/updates/2025-04-15/600180_363221_updates.jpg,"KARACHI: The new drama serial Behkaway, produced under the banner of 7th Sky Entertainment, is set to premiere from Wednesday night. Written by Samra Bukhari and directed by Asad Jabal, the drama features a star-studded cast including Farhan Ali Agha, Sajida Syed, Nayyar Ejaz, Janan Hussain, Kamran Jilani, Usama Tahir, Khushi Maheen, Rubab Rasheed, Sami Khan Jr, Diya Rehman, Ayesha Gul, Maria Rizvi, Hina Javed, Akbar Islam, and others. The original soundtrack, composed and sung by Sahir Ali Bagga, features the heartfelt poetry of M Mujtaba. Produced by Abdullah Kadwani and Asad Qureshi, Behkaway will air daily at 9pm on Geo TV."
Anoushey Ashraf ties the knot in Turkiye,"Apr 17, 2025",https://www.geo.tv/latest/600454-anoushey-ashraf-ties-the-knot-in-turkiye,https://www.geo.tv/assets/front/images/placeholders/100x75.png,https://www.geo.tv/assets/uploads/updates/2025-04-17/600454_6686100_updates.jpg,"Popular Pakistani actor and television host Anoushey Ashraf has married her friend Shahab Raza Mirza in Turkiye. Anoushey, known for her successful acting career and advocacy for environmental and animal rights, chose Turkiye — a place she holds dear — as the location for her wedding ceremony. Pictures from the event have been doing the rounds on mainstream and social media. She looked elegant in a light green ensemble with a coloured floral pattern on her wedding. Following the circulation of her wedding pictures, fans and well-wishers have been extending their heartfelt congratulations to the newlywed couple. While the formal wedding ceremony took place recently, reports indicate that Anoushey and Shahab had solemnised their Nikah in June 2024 during a ceremony which was attended by close friends and family. The 42-year-old has since been widely discussed on social media for sharing the happy occasions of her new journey with her fans through Instagram stories, as she occasionally shared pics with her husband."
Atif Aslam's hilarious reels strike a chord with fans,"Apr 20, 2025",https://www.geo.tv/latest/600898-atif-aslams-hilarious-reels-strike-a-chord-with-fans,https://www.geo.tv/assets/front/images/placeholders/100x75.png,https://www.geo.tv/assets/uploads/updates/2025-04-20/600898_7490191_updates.jpg,"Atif Aslam is showing a whole new side of himself on social media, and fans are loving it. The well-known singer has been sharing fun-filled video clips with relatable point-of-view content, sparking excitement in the comments section. From playful moments to everyday humour, his recent posts have added a refreshing twist to his usually private persona. Let’s dive into the videos that have turned Atif from a rockstar to a reel star. One of the videos that clicked with meme lovers shows Atif as a guy sitting sadly outside a decorated house, clearly a wedding venue. The story? A heartbroken youngster whose girl got married to someone else, even after saying she wouldn’t. The simple setup, mixed with his perfectly sad expression, had people cracking up as it was just the right mix of funny and relatable. The video was shared around Valentine's Day. Another video that caught the netizens' attention was shared around the time when the country was hosting the Champions Trophy 2025. Atif channelled a cricket lover completely lost in the joy of hitting the perfect shot during a match. The best part — the incredible singer has used his own hits as the background sounds in these two reels. The next video was a POV clip that struck a chord with netizens — that painfully relatable moment when you mess up a voice note on the first try, and then can’t recreate the same energy the second time around. In this light-hearted POV, Atif plays the role of a grown man calling his mom to let her know he’s landed safely — a sweet, all-too-familiar moment for many. Standing at the airport with a travel bag and phone pressed to his ear, he captures that mix of duty, love, and routine. One of the videos featured the famous singer silhouetted against the sunlight in a scenic field of wild bushes, casually crooning a song. The visuals and voice are so beautiful and raw that the fans can't get enough of them. Some of the most interesting comments this video garnered were: ""Bro eat autotune in breakfast"", ""When you randomly start singing, but you’re Atif Aslam"", ""Bro flexing his voice as if he is Atif Aslam"". Next up is a hilarious POV featuring a group of schoolboys who, in true drama-filled fashion, have called up their college friends for backup in a “school fight”. The over-the-top seriousness and unnecessary reinforcements make for a moment that’s both funny and relatable. Fun fact — the schoolboys are played by emerging stars Hasan Raheem and Abdul Hannan, while the “big boys” bringing in the backup are none other than Atif and Faris Shafi. Last but not least, this video is a star-studded affair as it features the ultimate heartthrob Fawad Khan, filmmaker Bilal Lashari and rap star Faris Shafi alongside Atif Aslam. The video, shot at a recent entertainment industry meet-and-greet, captures the vibe of a long-overdue reunion between old friends, with the stars walking in with undeniable swag."
"WATCH: Fawad Khan, Vaani Kapoor dazzle audience at Dubai's Global Village","Apr 20, 2025",https://www.geo.tv/latest/600950-watch-fawad-khan-vaani-kapoor-dazzle-audience-at-dubais-global-village,https://www.geo.tv/assets/front/images/placeholders/100x75.png,https://www.geo.tv/assets/uploads/updates/2025-04-20/600950_6935041_updates.jpg,"Pakistani superstar Fawad Khan, Bollywood actor Vaani Kapoor, and singer-composer Amit Trivedi stunned the audience with their dazzling performance at Dubai’s Global Village. During the show, Fawad’s presence ignited a wave of euphoria as chants of “Fawad! Fawad!” rang through the open-air venue. Fawad was in the Global Village to promote his new film, Abir Gulaal , a romantic drama in which he stars opposite Vaani Kapoor, Gulf News reported. The duo shared a graceful dance on the stage, twirling their way into the hearts of their fans. Elegant and engaging, Vaani played off the crowd’s energy with ease. Amit Trivedi added his signature musical flair to the night, rounding off the event with rhythm and soul."
"'Beauty is appreciated, but inner grace matters', says Fawad Khan on his return to Bollywood","Apr 21, 2025",https://www.geo.tv/latest/601091-beauty-is-appreciated-but-inner-grace-matters-says-fawad-khan-on-his-return-to-bollywood,https://www.geo.tv/assets/front/images/placeholders/100x75.png,https://www.geo.tv/assets/uploads/updates/2025-04-21/601091_8175819_updates.jpg,"DUBAI: ""It's always flattering to receive compliments on my looks, but I hope viewers also pay attention to the dialogue, acting, and drama that bring the story to life,"" said Fawad Khan at the music launch of his much-anticipated Bollywood film Abir Gulaal. Speaking about his co-stars, Fawad added: ""I've been fortunate to work with many talented heroines. While beauty is one aspect, what truly matters is their inner grace and character, which enrich the collaboration."" The music launch, held at the iconic Dubai Mall, was a star-studded affair attended by the film's cast, including Vaani Kapoor, and the crew led by director Aarti S Bagdi. Abir Gulaal, described as a romantic comedy, marks Fawad's return to Bollywood after an eight-year hiatus. Discussing the film's essence, Fawad shared: ""This is not the kind of intense movie that makes your mind spin. It's meant to be a refreshing escape, full of love and laughter."" His co-star, Vaani, echoed the sentiment, highlighting the film's focus on relatable emotions and lighthearted moments. Directed by Bagdi and co-written by Meghna Singhee, Abir Gulaal is set in London's vibrant backdrop and tells the story of Abir Singh, a self-made restaurateur, and Gulaal, a spirited young chef. The chemistry between Fawad and Vaani was a focal point of the evening, with fans and media praising their on-screen pairing. The film's music, composed by Amit Trivedi, has already struck a chord with audiences. The music album, released on digital platforms ahead of the event, complements the film's lively and emotional narrative. Produced by Vivek Agrawal, Avantika Hari, Rakesh Sippy, and Firuzi Khan, Abir Gulaal showcases stunning cinematography by Tribhuvan Babu Sadineni, which captures London's charm. The film aims to bring the magic of heartfelt storytelling and romance back to theatres. Abir Gulaal is scheduled for a global release on May 9, 2025. Fans are eagerly awaiting Fawad's return to Indian cinema and his portrayal of Abir Singh, a character full of depth and charisma."
French artist Clément Visage enthralls audience at Arts Council of Pakistan,"Apr 23, 2025",https://www.geo.tv/latest/601448-french-artist-clment-visage-enthralls-audience-at-arts-council-of-pakistan,https://www.geo.tv/assets/front/images/placeholders/100x75.png,https://www.geo.tv/assets/uploads/updates/2025-04-23/601448_6017154_updates.jpg,"Arts Council of Pakistan, Karachi, in collaboration with the French Cultural Centre, Alliance Française de Karachi, organised a French Hypnotic Electro Pop musical concert on Tuesday night at Auditorium I. The event featured a spectacular performance by renowned French artist Clément Visage, who captivated the audience with his energetic and mesmerising hypnotic electro-pop tunes, leaving attendees dancing to the rhythm of his music. A large number of citizens attended the concert and greatly appreciated Visage's artistic talent. Among the distinguished guests present at the event were President Arts Council of Pakistan Karachi Mohammad Ahmed Shah, French Consul General Alexis Chahtahtinsky, and the Alliance Française de President Mona Siddiqui. Speaking on the occasion, Shah said: ""Children of our era understand French music better than we do. I am deeply grateful to the French Consulate and Alliance Française de for organising this event. I hope such cultural exchanges continue in the future."" Renowned French artist Visage expressed his excitement, stating: ""This was my first performance outside my hometown, and the experience of performing at the Arts Council has been incredible. The way the people of Karachi appreciated my art was truly heartwarming."" He further added: ""I am extremely thankful to the Arts Council of Pakistan, Karachi, and the French Cultural Centre, Alliance Française de Karachi, for giving me this wonderful opportunity."""
Fawad Khan's 'Abir Gulaal' faces another blow after Pahalgam attack,"Apr 24, 2025",https://www.geo.tv/latest/601583-fawad-khans-abir-gulaal-faces-another-blow-after-pahalgam-attack,https://www.geo.tv/assets/front/images/placeholders/100x75.png,https://www.geo.tv/assets/uploads/updates/2025-04-24/601583_3241891_updates.jpg,"Fawad Khan’s much-awaited Bollywood film comeback is facing another blow in India following the recent attack in Indian Illegally Occupied Jammu and Kashmir’s Pahalgam, which left at least 26 dead. After the attack, some Indian film bodies are now opposing the release of Abir Gulaal , his upcoming film with Vaani Kapoor. The Humsafar actor condemned the attack on Wednesday night, saying his thoughts and prayers were with the victims. It is important to note that the Indian government has blamed Pakistan for the attack. They have alleged Islamabad’s support for “cross-border terrorism” but Pakistan has denied any role and said it had nothing to do with the attack. According to The Indian Express , the Federation of Western India Cine Employees (FWICE) called for a boycott of Pakistani artists. ""In the wake of these repeated attacks, FWICE reaffirms its unwavering commitment to national interest and solidarity. We reiterate our directive, originally issued on February 18, 2019, calling for complete non-cooperation with all Pakistan artists, singers, and technicians within the Indian film and entertainment industry,"" it said in a statement. It added: “Despite this ongoing directive, we have been made aware of the recent collaboration with Pakistani actor Fawad Khan for the Hindi film Abir Gulaal. In light of the recent attack in Pahalgam, FWICE is once again compelled to issue a blanket boycott on all Pakistani artists, singers, and technicians participating in any Indian film or entertainment projects. This includes performances or collaborations occurring anywhere in the world.” It was emphaised by the statement that any members of FWICE working with Pakistani actors would face disciplinary action and the organisation would “take all necessary steps to ensure that Abir Gulaal is not released in India.” The statement was shared on Instagram by FWICE Chief Advisor Ashoke Pandit. According to NDTV , Pandit, who also serves as the president of the Indian Film and Television Directors’ Association, said: “This incident is an act of war against the nation. This isn’t the first time…these attacks have been ongoing for 30 years. We, as a federation, have requested with folded hands to not work Pakistanis."" Referring to Kapoor, he added that if the film’s heroine or makers’ family members were shot by terrorists, they wouldn’t have worked with Khan. Additionally, prior to the Pahalgam attacks, Abir Gulaal faced opposition from right-wing political factions in India. The Maharashtra Navnirman Sena (MNS) objected to the film’s release in Maharashtra. MNS spokesperson Ameya Khopkar said his party would not allow the film to be screened in the state due to a Pakistani actor’s involvement. Moreover, the Humsafar actor, like many other Pakistani actors, has condemned the attack. In an Instagram story posted Wednesday night, he wrote: “Deeply saddened to hear the news of the heinous attack in Pahalgam. Our thoughts and prayers are with the victims of this horrifying incident, and we pray for strength and healing for their families in this difficult time.” Kapoor, also taking to Instagram, wrote: “Have been numb, at a loss of words since the time I have seen the attack on innocent people in Pahalgam. Gutted. Devastated. My prayers are with the families.”"
